ID_SONDE;ID_DOSSIER;ALTITUDE_MIN;ALTITUDE_MAX;DIMENSION;FLUIDE;ETAT;DETERMINATION_PLANIMETRIQUE;REMARQUES;E;N
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491331.82;1119326.04
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491333.58;1119316.04
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491330.95;1119334.01
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491338.71;1119336.04
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491330.20;1119304.53
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491322.88;1119290.18
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491333.86;1119298.48
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491319.41;1119283.01
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491336.07;1119310.53
;DD 106374;0.0;0.0;200;Inconnu;En service;Imprécis;;2491336.88;1119346.39
;DD 102832;0.0;436.40000000000003;Diamètre 4x32mm Profondeur 120m;Inconnu;En service;Imprécis;Selon plan d'implantation;2494869.17;1120774.71
;APA 30356;0.0;417.2;Diamètre 32mm Profondeur 112m;Autre;En service;Imprécis;;2494999.24;1118417.81
;APA 30356;0.0;417.2;Diamètre 32mm Profondeur 112m;Autre;En service;Imprécis;;2494995.30;1118416.66
;APA 29429;0.0;502.0;Diamètre 40mm Profondeur 200;Inconnu;En service;Imprécis;Selon indications du propriétaire;2491264.24;1120144.63
;APA 29429;0.0;502.0;Diamètre 40mm Profondeur 200;Inconnu;En service;Imprécis;Selon indications du propriétaire;2491239.85;1120109.17
;APA 29429;0.0;502.0;Diamètre 40mm Profondeur 200;Inconnu;En service;Imprécis;Selon indications du propriétaire;2491239.85;1120119.47
;APA 29429;0.0;502.0;Diamètre 40mm Profondeur 200;Inconnu;En service;Imprécis;Selon indications du propriétaire;2491242.22;1120129.15
;APA 29429;0.0;502.0;Diamètre 40mm Profondeur 200;Inconnu;En service;Imprécis;Selon indications du propriétaire;2491174.31;1120093.12
;APA 29429;0.0;502.0;Diamètre 40mm Profondeur 200;Inconnu;En service;Imprécis;Selon indications du propriétaire;2491166.66;1120105.04
;APA 29147;0.0;417.5;Diamètre 4x40mm Profndeur 230m;Inconnu;En service;Imprécis;;2491832.64;1119132.41
;DD104444;134.0;404.0;;Inconnu;En service;Précis;;2501356.73;1124567.04
;DD104444;134.0;404.0;;Inconnu;En service;Précis;;2501364.85;1124574.42
;DD105261;242.0;392.0;;Inconnu;En service;Imprécis;;2498094.79;1115457.33
;DD105261;242.0;392.0;;Inconnu;En service;Imprécis;;2498088.04;1115455.29
;DD104779;62.0;382.0;;Inconnu;En service;Imprécis;;2500754.62;1123423.17
;DD104779;62.0;382.0;;Inconnu;En service;Imprécis;;2500761.56;1123429.19
;DD104779;62.0;382.0;;Inconnu;En service;Imprécis;;2500768.48;1123435.22
;DD104779;62.0;382.0;;Inconnu;En service;Imprécis;;2500775.40;1123441.27
;DD104779;62.0;382.0;;Inconnu;En service;Imprécis;;2500782.34;1123447.27
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506603.40;1118368.73
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506614.16;1118363.38
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506618.24;1118371.43
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506607.45;1118376.75
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506611.50;1118384.85
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506622.25;1118379.49
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506626.26;1118387.55
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506615.55;1118392.87
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506619.52;1118400.93
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506630.27;1118395.57
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506634.32;1118403.62
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506623.56;1118409.02
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506627.57;1118417.03
;DD 10451;0.0;0.0;;Inconnu;Planifié;Précis;Bureau HCC dossier 39.55;2506638.76;1118412.59
;DD 100088;0.0;0.0;diamètre 32mm profondeur 249m;Autre;En service;Précis;;2504180.05;1121489.78
;DD 100088;;;diamètre 32mm profondeur 250m;Autre;En service;Précis;;2504191.54;1121534.18
;APA 28849;;;Diamètre 32mm profondeur 185m;Inconnu;En service;Précis;;2504278.69;1134024.30
;APA 28849;;;Diamètre 32mm profondeur 185m;Inconnu;En service;Précis;;2504282.37;1134019.47
;DD 100688;;465.0;Diamètre 4x32mm Profondeur 114m;Inconnu;En service;Imprécis;;2504753.95;1120946.18
;DD 100688;;465.0;Diamètre 4x32mm Profondeur 114m;Inconnu;En service;Imprécis;;2504757.49;1120941.33
;DD 100688;;465.0;Diamètre 4x32mm Profondeur 114m;Inconnu;En service;Imprécis;;2504760.57;1120947.29
;APA 28597;0.0;418.0;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;;2496954.93;1115220.49
;APA 28597;0.0;418.0;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;;2496961.75;1115225.25
;APA 28784;0.0;391.0;Diamètre 32mm Profondeur 100m;Inconnu;En service;Précis;;2507429.05;1127193.09
;APA 28784;0.0;391.0;Diamètre 32mm Profondeur 100m;Inconnu;En service;Précis;;2507430.79;1127198.90
;APA 28784;0.0;391.0;Diamètre 32mm Profondeur 100m;Inconnu;En service;Précis;;2507432.87;1127203.50
;DD 101126;316.0;426.0;Diamètre 32mm Profondeur 110m;Inconnu;En service;Précis;;2489368.34;1112451.43
;DD 101126;316.0;426.0;Diamètre 32mm Profondeur 110m;Inconnu;En service;Précis;;2489366.02;1112446.89
;APA 28593;;446.0;Profondeur 130m;Inconnu;En service;Imprécis;;2508112.31;1120962.01
;APA 27879;;428.8;Profondeur 135m;Autre;En service;Inconnu;;2504136.09;1133958.08
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503477.54;1134159.98
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503475.39;1134151.59
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503473.23;1134143.38
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503471.08;1134135.06
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503479.17;1134137.39
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503481.27;1134145.66
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503483.37;1134153.87
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503489.36;1134148.04
;DD 100981;0.0;445.0;Diamètre 40mm Profondeur 250m;Inconnu;En service;Précis;;2503487.15;1134139.72
;APA 28597;0.0;418.0;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;;2496957.32;1115215.01
;APA 28597;0.0;418.0;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;;2496964.55;1115218.97
;DD 99710;0.0;374.0;Diamètre 4x32mm Profondeur 137m;Inconnu;En service;Précis;;2502076.81;1126092.65
;DD 99710;0.0;374.0;Diamètre 4x32mm Profondeur 137m;Inconnu;En service;Précis;;2502083.28;1126093.69
;APA 29158;0.0;392.0;Diamètre 4x32mm Profondeur 130m;Inconnu;En service;Précis;;2500366.95;1122031.30
;APA 28825;;400.0;Diamètre 32mm Profondeur 140;Inconnu;En service;Imprécis;;2503809.39;1115491.11
;APA 28825;;400.0;Diamètre 32mm Profondeur 140;Inconnu;En service;Imprécis;;2503818.18;1115495.02
;DD 100181;;460.0;Diamètre 32mm Profondeur 120m;Autre;En service;Imprécis;Selon plan d'implantation;2506248.00;1119333.25
;DD 100181;;460.0;Diamètre 32mm Profondeur 90m;Autre;En service;Imprécis;Selon plan d'implantation;2506256.34;1119330.83
;DD 100181;;460.0;Diamètre 32mm Profondeur 120m;Autre;En service;Imprécis;Selon plan d'implantation;2506268.06;1119327.36
;DD 100376;0.0;381.0;Diamètre 4x32mm Profondeur 160m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2506158.31;1125857.84
;DD 100376;0.0;381.0;Diamètre 4x32mm Profondeur 160m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2506164.09;1125859.48
;DD 99838;0.0;0.0;Diamètre 127mm Profondeur 120m;Inconnu;En service;Imprécis;;2489895.86;1116230.11
;DD 101407;0.0;432.5;Diamètre 32mm Profondeur 140m;Inconnu;En service;Imprécis;;2498661.25;1121633.76
;DD 98371;0.0;434.90000000000003;Diamètre 40mm Profondeur 215m;Glycol / Alcoll 30 %;En service;Imprécis;;2498640.45;1121310.98
;DD 98371;0.0;434.90000000000003;Diamètre 40mm Profondeur 215m;Glycol / Alcoll 30 %;En service;Imprécis;;2498633.80;1121294.23
;DD 98371;0.0;434.90000000000003;Diamètre 40mm Profondeur 215m;Glycol / Alcoll 30 %;En service;Imprécis;;2498638.06;1121299.76
;DD 98371;0.0;434.90000000000003;Diamètre 40mm Profondeur 215m;Glycol / Alcoll 30 %;En service;Imprécis;;2498642.27;1121305.19
;DD 98371;0.0;434.90000000000003;Diamètre 40mm Profondeur 215m;Glycol / Alcoll 30 %;En service;Imprécis;;2498625.88;1121300.32
;DD 98371;0.0;434.90000000000003;Diamètre 40mm Profondeur 215m;Glycol / Alcoll 30 %;En service;Imprécis;;2498622.63;1121306.98
;DD 102070;0.0;430.3;Profondeur 165m;Glycol / Alcoll 30 %;En service;Imprécis;;2505392.60;1118408.95
;DD 102070;0.0;430.3;Profondeur 165m;Glycol / Alcoll 30 %;En service;Imprécis;;2505396.93;1118406.34
;APA 25285;0.0;466.0;Profondeur 90m;Inconnu;En service;Imprécis;;2505291.91;1121178.84
;APA 25285;0.0;466.0;Profondeur 90m;Inconnu;En service;Imprécis;;2505293.38;1121177.50
;DD 99503;;;Profondeur 150m;Inconnu;En service;Imprécis;;2496850.47;1115118.24
;DD 99503;;;Profondeur 150m;Inconnu;En service;Imprécis;;2496856.42;1115119.05
;APA 26175;0.0;421.2;Diamètre 4x32mm Profondeur 160m;Glycol / Alcoll 30 %;En service;Précis;;2489885.79;1116300.97
;APA 30370;0.0;408.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499134.58;1119148.44
;APA 30370;0.0;407.40000000000003;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499140.60;1119134.70
;APA 30370;0.0;406.90000000000003;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499139.18;1119144.67
;APA 30370;0.0;406.8;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499147.74;1119144.63
;APA 30370;0.0;406.8;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499144.17;1119149.17
;APA 30370;0.0;406.90000000000003;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499154.90;1119154.47
;APA 30370;0.0;406.90000000000003;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499159.05;1119158.97
;APA 30370;0.0;407.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499163.49;1119163.37
;APA 30370;0.0;407.2;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499176.82;1119178.68
;APA 30370;0.0;407.2;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499185.77;1119188.39
;APA 30370;0.0;407.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499189.85;1119192.74
;APA 30370;0.0;407.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499193.78;1119197.36
;APA 30370;0.0;407.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499189.84;1119202.07
;APA 30370;0.0;406.90000000000003;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499186.53;1119197.93
;APA 30370;0.0;406.8;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499182.28;1119193.76
;APA 30370;0.0;406.7;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499178.23;1119197.71
;APA 30370;0.0;406.8;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499182.44;1119202.50
;APA 30370;0.0;406.7;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499181.10;1119209.66
;APA 30370;0.0;406.7;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499184.90;1119214.12
;APA 30370;0.0;406.8;Diamètre 32mm Profondeur 150m;Inconnu;En service;Précis;;2499189.92;1119210.80
;APA27681;0.0;414.6;Diamètre 4x32mm Profondeur 120m;Autre;En service;Imprécis;Selon plan scanné;2504426.17;1122019.27
;APA27681;0.0;415.0;Diamètre 4x32mm Profondeur 120m;Autre;En service;Imprécis;Selon plan scanné;2504431.05;1122009.63
;DD 100312;0.0;375.1;Diamètre 4x40mm Profondeur 170m;Inconnu;En service;Imprécis;Voir plan;2492182.64;1116682.19
;DD 99471;0.0;487.6;Profondeur 90m;Inconnu;En service;Imprécis;;2510008.26;1118825.04
;DD 99471;0.0;488.3;Profondeur 90m;Inconnu;En service;Imprécis;;2510011.37;1118819.33
;APA 29854;0.0;403.40000000000003;Diamètre 4x32mm Profondeur 160m;Inconnu;En service;Imprécis;Voir plan;2504076.36;1115612.02
;DD 101384;0.0;436.0;Diamètre 20mm Profondeur 190m;Inconnu;En service;Imprécis;;2507815.43;1121649.09
;DD 101384;0.0;436.0;Diamètre 20mm Profondeur 190m;Inconnu;En service;Imprécis;;2507819.27;1121656.13
;DD 101384;0.0;435.3;Diamètre 20mm Profondeur 190m;Inconnu;En service;Imprécis;;2507808.61;1121653.27
;DD 101994;0.0;417.2;Diamètre 4x30mm Profondeur 120m;Inconnu;En service;Imprécis;Selon plan scanné;2505844.34;1124064.11
;DD 101994;0.0;417.2;Diamètre 4x30mm Profondeur 120m;Inconnu;En service;Imprécis;Selon plan scanné;2505842.88;1124060.17
;APA 29946;0.0;434.7;Profondeur 135m;Inconnu;En service;Imprécis;;2506851.37;1123976.30
;APA 29946;0.0;434.7;Profondeur 135m;Inconnu;En service;Imprécis;;2506856.53;1123975.86
;DD 101795;0.0;391.5;Profondeur 116m;Inconnu;En service;Imprécis;Selon plan scanné;2506097.72;1125451.65
;DD 101795;0.0;390.7;Profondeur 116m;Inconnu;En service;Imprécis;Selon plan scanné;2506088.71;1125454.87
;APA 21502;0.0;440.3;Profondeur 120m;Inconnu;En service;Imprécis;Selon plan scanné;2507822.68;1121541.93
;APA 21502;0.0;440.3;Profondeur 120m;Inconnu;En service;Imprécis;Selon plan scanné;2507828.24;1121539.86
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499713.51;1117769.46
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499714.36;1117759.38
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499714.77;1117754.31
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499715.19;1117749.22
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499715.49;1117744.13
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499713.93;1117764.41
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499718.18;1117772.43
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499718.59;1117767.37
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499718.98;1117762.31
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499719.39;1117757.22
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499719.80;1117752.09
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499720.17;1117747.05
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499720.58;1117742.01
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499725.69;1117739.73
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499725.29;1117744.88
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499724.87;1117749.89
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499724.39;1117754.97
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499724.06;1117759.96
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499723.63;1117765.14
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499723.22;1117770.20
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499728.27;1117768.16
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499728.68;1117763.10
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499729.10;1117758.04
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499729.51;1117752.98
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499729.93;1117747.92
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499730.38;1117742.84
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499730.76;1117737.79
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499732.99;1117771.04
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499733.35;1117766.02
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499733.73;1117760.95
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499734.17;1117755.91
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499734.60;1117750.84
;DD 99068;0.0;375.0;Profondeur 112m à 125m Diamètre 120mm;Autre;En service;Précis;;2499735.05;1117745.79
;DD 99795;251.0;402.0;Diamètre 4x32mm Profondeur 150m;Inconnu;En service;Précis;;2497290.31;1114386.43
;DD 99795;251.0;402.0;Diamètre 4x32mm Profondeur 150m;Inconnu;En service;Précis;;2497284.84;1114394.82
;DD 99795;251.0;402.0;Diamètre 4x32mm Profondeur 150m;Inconnu;En service;Précis;;2497279.37;1114403.19
;DD 99795;251.0;402.0;Diamètre 4x32mm Profondeur 150m;Inconnu;En service;Précis;;2497273.89;1114411.57
;DD 99795;251.0;402.0;Diamètre 4x32mm Profondeur 150m;Inconnu;En service;Précis;;2497265.51;1114406.10
;APA 24675;0.0;433.5;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505868.36;1122573.68
;APA 24675;0.0;434.0;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505865.43;1122578.76
;APA 24675;0.0;433.90000000000003;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505868.30;1122583.45
;APA 24675;0.0;433.40000000000003;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505871.26;1122578.39
;APA 24675;0.0;433.5;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505874.12;1122583.04
;APA 24675;0.0;433.90000000000003;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505871.18;1122588.13
;APA 24675;0.0;433.3;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505877.02;1122587.77
;APA 24675;0.0;433.8;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505874.08;1122592.82
;APA 24675;0.0;433.0;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505879.93;1122592.44
;APA 24675;0.0;432.5;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505885.09;1122590.41
;APA 24675;0.0;433.90000000000003;Diamètre 4x 32mm Profondeur 160m;Autre;En service;Précis;;2505876.97;1122597.49
;APA 28867;;450.8;Diamètre 4x32mm Profondeur 140m;Inconnu;En service;Imprécis;Selon plan du foreur;2504625.20;1121121.94
;APA 28867;;451.3;Diamètre 4x32mm Profondeur 140m;Inconnu;En service;Imprécis;Selon plan du foreur;2504620.96;1121126.26
;APA 28867;;451.2;Diamètre 4x32mm Profondeur 140m;Inconnu;En service;Imprécis;Selon plan du foreur;2504614.95;1121121.26
;DD 100457;;438.5;Diamètre 4x32mm Profondeur 160m;Inconnu;En service;Imprécis;Selon plan d'architecte;2504623.30;1121404.92
;DD 100457;;439.2;Diamètre 4x32mm Profondeur 90m;Inconnu;En service;Imprécis;Selon plan d'architecte;2504621.91;1121390.22
;APA 27123;;420.8;Diamètre 4x32mm Profondeur 110m;Glycol / Alcoll 30 %;En service;Inconnu;;2500279.08;1124932.20
;APA 27123;;420.8;Diamètre 4x32mm Profondeur 110m;Glycol / Alcoll 30 %;En service;Inconnu;;2500277.62;1124927.02
;APA 28758;0.0;384.2;Diamètre 4x40mm Profondeur 180m;Glycol / Alcoll 30 %;En service;Imprécis;;2502021.38;1127773.26
;APA 28758;0.0;384.1;Diamètre 4x40mm Profondeur 180m;Glycol / Alcoll 30 %;En service;Imprécis;;2502016.75;1127765.43
;APA 28758;0.0;384.1;Diamètre 4x40mm Profondeur 180m;Glycol / Alcoll 30 %;En service;Imprécis;;2502012.30;1127757.90
;APA 28758;0.0;384.1;Diamètre 4x40mm Profondeur 180m;Glycol / Alcoll 30 %;En service;Imprécis;;2502010.17;1127765.08
;APA 28758;0.0;384.3;Diamètre 4x40mm Profondeur 180m;Glycol / Alcoll 30 %;En service;Imprécis;;2502015.27;1127773.26
;APA 29400;;430.3;Diamètre 40mm Profondeur 200m;Inconnu;En service;Inconnu;;2504831.63;1117483.95
;APA 29400;;428.3;Diamètre 40mm Profondeur 200m;Inconnu;En service;Inconnu;;2504835.78;1117477.11
;DD 100407;229.0;379.5;Diamètre 4x32mm;Glycol / Alcoll 30 %;En service;Imprécis;;2505103.84;1124218.10
;DD 100407;229.0;379.5;Diamètre 4x32mm;Glycol / Alcoll 30 %;En service;Imprécis;;2505124.36;1124211.56
;APA 30090;0.0;384.5;Diamètre 32mm Profondeur 125m;Glycol / Alcoll 30 %;En service;Imprécis;Selon plan scanné;2504711.00;1123918.57
;APA 30090;0.0;384.5;Diamètre 32mm Profondeur 125m;Glycol / Alcoll 30 %;En service;Imprécis;Selon plan scanné;2504708.76;1123909.47
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498923.75;1116749.73
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498917.29;1116752.46
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498913.41;1116758.25
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498906.84;1116761.18
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498902.98;1116767.00
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498896.57;1116769.75
;DD 99996;;375.7;Diamètre 4x40mm Profondeur 244m;Glycol / Alcoll 30 %;En service;Précis;;2498892.70;1116775.57
;DD 99285;0.0;421.3;Profondeur 160m;Inconnu;En service;Imprécis;Selon information du service de Géologie;2497097.65;1115564.81
;DD 99285;0.0;421.3;Profondeur 160m;Inconnu;En service;Imprécis;Selon information du service de Géologie;2497105.19;1115550.08
;APA 28186;0.0;381.0;Profondeur 200m;Inconnu;En service;Imprécis;Selon plan d'implatantion scanné;2507904.45;1128128.12
;APA 28186;0.0;381.0;Profondeur 200m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2507900.64;1128123.46
;APA 28186;0.0;381.0;Profondeur 200m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2507899.63;1128117.52
;APA 28186;0.0;381.0;Profondeur 200m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2507901.70;1128111.80
;APA 28186;0.0;381.0;Profondeur 200m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2507905.63;1128116.45
;APA 28186;0.0;381.0;Profondeur 200m;Inconnu;En service;Imprécis;Selon plan d'implantation scanné;2507906.64;1128122.40
;APAT 4564;0.0;403.6;Profondeur 120m;Autre;En service;Précis;;2508096.75;1128203.02
;APAT 4564;0.0;403.6;Profondeur 120m;Autre;En service;Précis;;2508089.72;1128204.81
;DD 100889;0.0;378.0;Diamètre 32mm Profondeur 152m;Inconnu;En service;Imprécis;Selon plan scanné;2498678.36;1115987.72
;APA 26629;0.0;438.7;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;;2504795.66;1121508.21
;APA 27322;0.0;434.8;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;Selon plan scanné;2504712.94;1121581.77
;APA 27322;0.0;436.6;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;Selon plan scanné;2504737.28;1121556.36
;APA 27775;0.0;444.0;Diamètre 32mm Profondeur 120m;Glycol / Alcoll 30 %;En service;Imprécis;Selon plan scanné;2504859.26;1121436.25
;DD 99515;0.0;454.1;Profondeur 125m;Glycol / Alcoll 30 %;En service;Inconnu;Selon croquis du foreur;2493351.50;1113363.15
;DD 99515;0.0;453.90000000000003;Profondeur 105m;Glycol / Alcoll 30 %;En service;Inconnu;Selon croquis du foreur;2493354.56;1113357.96
;DD 99515;0.0;453.7;Profondeur 105m;Glycol / Alcoll 30 %;En service;Inconnu;Selon croquis du foreur;2493359.98;1113349.41
;DD 99515;0.0;452.90000000000003;Profondeur 105m;Glycol / Alcoll 30 %;En service;Inconnu;Selon croquis du foreur;2493362.88;1113344.22
;APA 28621;0.0;455.5;4x diamètre 32mm Profondeur 85m;Inconnu;En service;Inconnu;Selon croquis du foreur;2508855.48;1123018.50
;APA 28621;0.0;455.5;4x diamètre 32mm Profondeur 85m;Inconnu;En service;Inconnu;Selon croquis du foreur;2508861.21;1123016.71
